posted_on,bhk,rent,size,floor,area_type,area_locality,city,furnishing_status,tenant_preferred,bathroom,point_of_contact
2022-05-27,2,15000,1200,Ground out of 1,Carpet Area,Attibele,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,35000,500,1 out of 8,Super Area,Ghatkopar West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,8000,300,Ground out of 3,Super Area,Airport Road,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,23000,600,3 out of 5,Super Area,"Devinagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,20000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2022-05-27,3,21000,1600,1 out of 4,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-27,1,25000,475,11 out of 15,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-05-27,1,7000,450,1 out of 2,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,7000,54,3 out of 5,Super Area,Nawada,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,23000,1300,3 out of 4,Super Area,Bangalore,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,16000,1333,2 out of 4,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-05-27,1,6500,600,3 out of 5,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,6500,700,2 out of 3,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,13000,650,1 out of 4,Super Area,Arakere,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,12000,55,Ground out of 4,Super Area,Uttam Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,6000,360,1 out of 2,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,15000,1110,1 out of 2,Carpet Area,Subramanyapura,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-05-27,3,50000,1600,2 out of 4,Carpet Area,Vasant Kunj Sector C,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-27,3,45000,1100,1 out of 4,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-27,3,75000,1100,2 out of 13,Carpet Area,"Sabari Palm View, Chembur",Mumbai,Unfurnished,Family,3,Contact Agent
2022-05-27,2,45000,750,12 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-27,3,70000,1800,2 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-27,3,24000,1300,3 out of 4,Super Area,Rohini Sector 22,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,18000,600,2 out of 4,Super Area,"Itpl, Whitefield",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,3,45000,2200,2 out of 4,Carpet Area,"Hsr Layout Sector 6, HSR Layout",Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-27,3,90000,1350,5 out of 12,Carpet Area,"Mahindra Vivante, Chakala",Mumbai,Unfurnished,Family,3,Contact Agent
2022-05-27,2,17000,800,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-27,2,13000,400,Ground out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-27,1,32000,500,1 out of 4,Carpet Area,Sion,Mumbai,Furnished,Bachelors,2,Contact Agent
2022-05-27,1,6000,400,3 out of 4,Super Area,Parappana Agrahara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,20000,1250,3 out of 4,Super Area,"Ags Layout, Hebbal",Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-05-27,2,16000,50,2 out of 4,Super Area,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,18000,300,3 out of 10,Super Area,Kurla West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,5000,500,Ground out of 1,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,8000,1200,2 out of 3,Super Area,Vidyaranyapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,11000,600,2 out of 4,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,3,30000,1500,4 out of 4,Carpet Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-27,2,46000,710,15 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-27,3,100000,1800,2 out of 4,Carpet Area,Bilal Nagar-Sagayapura,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-27,2,35000,1100,Ground out of 3,Super Area,Mulund East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,3,45000,2000,3 out of 4,Super Area,Jangpura,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-27,1,9000,500,Ground out of 3,Super Area,Nandini Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,11000,600,2 out of 5,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,3,45000,1500,1 out of 12,Carpet Area,"The Shabad Apartment, Dwarka Sector 13",Delhi,Unfurnished,Bachelors,3,Contact Owner
2022-05-27,1,13000,500,4 out of 5,Super Area,Electronic City,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,8000,100,Ground out of 3,Super Area,Rohini Sector 38,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,8000,200,2 out of 3,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,10000,435,2 out of 3,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,3,65000,2200,2 out of 4,Carpet Area,Alwarpet,Chennai,Unfurnished,Bachelors,3,Contact Agent
2022-05-27,2,18000,600,Ground out of 3,Super Area,Bagha Jatin Pally,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,12500,680,Ground out of 2,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,32000,475,3 out of 4,Super Area,Andheri East,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,28000,450,13 out of 20,Carpet Area,Dina Bama Estate,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-27,3,30000,1205,2 out of 4,Super Area,Dwarka Sector 5,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,8000,200,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
2022-05-27,2,10500,1300,1 out of 3,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,12000,400,1 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
2022-05-27,4,400000,2424,5 out of 14,Carpet Area,"Rustomjee Elements, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-05-27,2,62000,750,12 out of 16,Carpet Area,"Cosmopolis Tower, Andheri West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-27,2,35000,800,9 out of 20,Carpet Area,Borivali East,Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-05-27,4,15000,1150,Ground out of 3,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-27,1,9000,450,2 out of 3,Super Area,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,26500,450,5 out of 8,Carpet Area,"Vasant Sagar, Thakur Village, Kandivali East",Mumbai,Furnished,Family,2,Contact Agent
2022-05-27,3,80000,2036,6 out of 11,Super Area,Mandaiveli,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-27,2,11000,65,Ground out of 4,Super Area,New Ashok Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,9000,145,1 out of 3,Super Area,Palam,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,5,600000,4500,7 out of 20,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,5,Contact Agent
2022-05-27,1,7000,600,Ground out of 2,Carpet Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,40000,800,1 out of 3,Super Area,in Borivali West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,14000,435,3 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-27,4,250000,2729,20 out of 27,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Bachelors,5,Contact Agent
2022-05-27,2,12000,600,Ground out of 4,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,150000,1500,15 out of 17,Super Area,Agripada,Mumbai,Furnished,Bachelors/Family,4,Contact Owner
2022-05-27,2,12000,950,1 out of 2,Super Area,Nri Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,5500,400,Ground out of 2,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,3,100000,1300,12 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-05-27,1,8000,500,2 out of 3,Carpet Area,"Tilak Nagar, Jayanagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,4,110000,2900,7 out of 18,Carpet Area,whitefield,Bangalore,Furnished,Bachelors,4,Contact Agent
2022-05-27,2,15000,1000,2 out of 3,Super Area,Begur Koppa Rd,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,10000,1200,1 out of 2,Super Area,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,14000,421,3 out of 4,Carpet Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-27,2,23000,100,Ground out of 3,Super Area,Mansarover Garden,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,3,190000,1350,65 out of 76,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent
2022-05-27,3,17000,800,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent
2022-05-27,3,18000,900,2 out of 3,Super Area,Rajajinagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,8000,600,2 out of 3,Super Area,Ullal Main Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,4,180000,2800,Ground out of 4,Carpet Area,"Sarakki Nagar, J P Nagar",Bangalore,Furnished,Family,4,Contact Agent
2022-05-27,3,72000,2900,8 out of 9,Carpet Area,MRC Nagar,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-27,1,4500,600,1 out of 4,Super Area,Madanayakahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,3,75000,1900,2 out of 3,Super Area,Malviya Nagar,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2022-05-27,2,9500,750,1 out of 4,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,36000,535,12 out of 16,Carpet Area,Ghatkopar West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-27,2,70000,1000,15 out of 23,Carpet Area,"Lake Primrose, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-27,1,22000,400,8 out of 22,Super Area,Bhoiwada,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,15000,1100,1 out of 2,Super Area,Nri Layout,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,7000,650,Ground out of 2,Super Area,Howrah,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,22000,850,Ground out of 4,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,17000,1020,2 out of 5,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,3,12000,1383,2 out of 4,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,3,Contact Owner
2022-05-27,2,9000,875,Ground out of 1,Super Area,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,75000,800,19 out of 20,Carpet Area,"Sethia Grandeur, Bandra East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-27,2,35000,680,12 out of 20,Carpet Area,"Parinee Adney, Borivali West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-27,3,130000,1450,3 out of 7,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors,3,Contact Agent
2022-05-27,2,58000,650,15 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-05-27,1,4000,100,2 out of 3,Super Area,"Itc Colony, Maruthi Sevanagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,3,100000,2000,3 out of 14,Carpet Area,Alwarpet,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-27,1,24000,650,3 out of 4,Super Area,Malad East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,14000,440,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-28,1,12500,630,1 out of 1,Carpet Area,"VGP Seethapathy Nagar, Velachery",Chennai,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-28,2,11000,600,2 out of 5,Carpet Area,Gottigere,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-05-28,2,12500,500,1 out of 2,Carpet Area,"Ombr Layout, Banaswadi",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-28,2,15000,600,8 out of 18,Carpet Area,villvam towers tnhb colony,Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-05-28,1,11000,500,2 out of 5,Super Area,Palam - Dabri Marg,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-28,1,5000,400,4 out of 4,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-28,3,35000,1650,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-05-28,2,18000,940,6 out of 10,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-28,1,8000,400,1 out of 2,Super Area,Sreebhumi,Kolkata,Semi-Furnished,Bachelors,1,Contact Agent
2022-05-28,4,400000,2200,6 out of 10,Carpet Area,Juhu,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2022-05-28,1,38000,450,4 out of 8,Carpet Area,"Juveria Apartment, Mazgaon",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-28,3,20000,1150,2 out of 4,Carpet Area,"Pragathi Nagar, Moosapet",Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-05-28,2,22000,670,4 out of 12,Carpet Area,"Prathamesh Heritage, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent
2022-05-28,2,7500,1100,3 out of 4,Super Area,Bijwasan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-28,3,60000,1700,7 out of 11,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-28,2,15000,1500,Ground out of 2,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-28,3,65000,1550,1 out of 3,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-28,1,15000,200,4 out of 4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-05-28,1,36000,380,12 out of 20,Carpet Area,Mazgaon,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-28,3,90000,1120,8 out of 45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Family,2,Contact Agent
2022-05-28,2,50000,900,7 out of 15,Carpet Area,Oshiwara,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-28,2,14000,900,2 out of 3,Super Area,"Ram Nagar South Extension, Madipakkam",Chennai,Furnished,Bachelors/Family,2,Contact Owner
2022-05-28,1,7500,150,4 out of 4,Carpet Area,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-05-28,3,16500,1771,2 out of 5,Super Area,Bandam Kommu,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-28,1,7000,450,Ground out of 4,Carpet Area,Banjara Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-28,3,14000,950,1 out of 2,Carpet Area,Kaikhali,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,3,150000,2300,11 out of 18,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-29,2,8000,1200,Ground out of 3,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,4,45000,3000,3 out of 4,Super Area,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-05-29,3,35000,1550,3 out of 4,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-29,3,22000,1450,2 out of 6,Super Area,Alwal,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,8500,900,Ground out of 1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-29,3,160000,2700,8 out of 10,Super Area,T Nagar,Chennai,Furnished,Bachelors,2,Contact Agent
2022-05-29,1,15000,497,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-29,1,6000,400,Ground out of 5,Carpet Area,"Raghubir Nagar, Tagore Garden Extension",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-29,1,9000,500,1 out of 4,Carpet Area,Neb Sarai,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2022-05-29,2,9000,1200,Ground out of 2,Super Area,Manneguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,1,7000,500,Ground out of 2,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-29,4,180000,1691,20 out of 32,Carpet Area,"Oberoi Prisma, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent
2022-05-29,2,22000,800,Ground out of 1,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,14000,1200,2 out of 3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,12000,900,1 out of 5,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-05-29,2,10000,685,Ground out of 2,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,10000,750,Ground out of 1,Carpet Area,Tambaram East,Chennai,Unfurnished,Family,2,Contact Owner
2022-05-29,3,25000,1480,2 out of 3,Super Area,Nizam Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-05-29,2,10000,1200,Ground out of 3,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,12000,1200,Ground out of 2,Super Area,Patelguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,4,52000,2700,11 out of 13,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner
2022-05-29,2,12000,1000,3 out of 5,Super Area,Thalambur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,18000,720,4 out of 5,Super Area,Kasturibai Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,3,20000,1800,7 out of 10,Carpet Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-29,2,13000,1500,Ground out of 1,Carpet Area,"Saket, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-29,3,65000,1800,Ground out of 1,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-29,3,32000,1600,3 out of 6,Super Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-05-29,2,24000,1100,2 out of 2,Super Area,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,1,11000,750,Ground out of 2,Super Area,Porur Gardens,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-29,3,20000,1600,1 out of 2,Carpet Area,Sainikpuri,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-05-29,2,12000,1175,5 out of 5,Super Area,Shamirpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,1,16000,410,Ground out of 4,Carpet Area,Mamletdarwadi,Mumbai,Unfurnished,Bachelors,1,Contact Owner
2022-05-29,2,22000,800,Ground out of 1,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Unfurnished,Family,2,Contact Owner
2022-05-29,3,32000,1560,1 out of 6,Super Area,"Neknampur, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-29,2,12500,940,10 out of 19,Super Area,Kazhipattur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,18500,1000,25 out of 32,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,3,18000,850,1 out of 1,Carpet Area,"Sangati Colony, Netaji Nagar",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-29,2,15000,800,1 out of 2,Carpet Area,Adambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,10500,950,1 out of 2,Super Area,Madambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,3,18000,1150,Ground out of 6,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-29,2,13500,950,3 out of 4,Super Area,"Potheri, Kattankulathur",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,1,8000,700,2 out of 2,Super Area,Ayanavaram,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-29,3,32000,1783,1 out of 5,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,11000,1000,5 out of 5,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,18000,1375,1 out of 1,Carpet Area,"Central Bank Colony, Chromepet",Chennai,Furnished,Family,1,Contact Owner
